10,2700
10,300
10,200
10,100
10,300
10,200
10,200
10,300
10,300
10,200
100,700
100,800
100,400
100,500
100,400
100,300
100,600
100,800
100,800
100,700
1000,5700
1000,3200
1000,6200
1000,1400
1000,1900
1000,5800
1000,6200
1000,1800
1000,4900
1000,5800
10000,59000
10000,12100
10000,27700
10000,40300
10000,58800
10000,55600
10000,41700
10000,17600
10000,13900
10000,55300
100000,460100
100000,788300
100000,759500
100000,337100
100000,228000
100000,230500
100000,752400
100000,320500
100000,712000
100000,406700
